RedFighter,BlueFighter,DaysSinceFirstFight,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightMt,BlueReachMt,BlueWeightKg,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightMt,RedReachMt,RedWeightKg,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishRound,FinishRoundInSeconds,TotalFightTimeMins,DaysSinceLastFight_Red,DaysSinceLastFight_Blue,Momentum_Red,Momentum_Blue,RestTimeDif,RedTotalFights,BlueTotalFights,ActivityRatio_Red,ActivityRatio_Blue,ActivityRatioDif
Chan Sung Jung,Dan Ige,4108,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,5,0,1,0,3.82,0.46,0.4,1.38,0.25,6,2,26,0,0,2,2,2,2,0,8,Orthodox,1.7,1.8,65.77,1,0,0,4.07,0.43,0.7,0.82,0.47,3,5,29,1,0,0,0,4,2,0,6,Orthodox,1.7,1.83,65.77,34,29,-1,1,3,2,-3,-3,-1,-2,0,0.0,-2.54,-5,-0.25,-0.3,0.56,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Red,U-DEC,5.0,300,25.0,245.0,98.0,2,4,147.0,11,10,0.002677050377220735,0.002433682161109759,0.00024336821611097579
Aleksa Camur,Nicolae Negumereanu,4108,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,2.73,0.37,0.0,0.5,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,1.83,1.98,92.99,1,0,0,4.78,0.59,0.0,0.59,0.25,2,1,8,0,0,0,1,1,0,0,2,Orthodox,1.85,1.88,92.99,25,26,0,0,-2,-2,0,-5,0,-1,0,-2.54,10.16,1,-2.05,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,3.0,300,15.0,266.0,826.0,-1,-2,-560.0,3,1,0.0007301046483329277,0.0002433682161109759,0.0004867364322219518
Shavkat Rakhmonov,Michel Prazeres,4115,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,2.44,0.47,0.6,4.11,0.36,8,3,35,0,0,3,4,0,3,0,10,Orthodox,1.68,1.7,77.11,0,1,0,2.79,0.52,3.2,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,1.85,1.96,77.11,26,39,1,-1,7,9,3,34,0,0,2,-17.78,-25.4,13,-0.35,-2.6,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,2.0,130,7.17,245.0,854.0,1,2,-609.0,1,13,0.00024295432458697764,0.0031584062196307093,-0.0029154518950437317
Yancy Medeiros,Damir Hadzovic,4115,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,2,0,0,2.99,0.46,0.2,0.68,0.6,2,4,16,0,0,1,0,2,0,0,3,Orthodox,1.75,1.78,70.31,3,0,0,4.05,0.35,0.5,0.12,0.25,3,7,31,0,0,1,1,3,3,0,8,Orthodox,1.78,1.9,70.31,33,34,-1,0,-1,-5,-3,-15,0,-1,-3,-2.54,-12.7,1,-1.06,-0.3,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,497.0,469.0,-3,-4,28.0,15,7,0.0036443148688046646,0.0017006802721088435,0.001943634596695821
Charles Rosa,Justin Jaynes,4115,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,3,0,0,3.58,0.42,0.6,0.0,0.0,1,3,7,0,0,0,0,1,0,0,1,Orthodox,1.7,1.73,65.77,1,0,0,3.11,0.37,1.0,1.76,0.32,1,5,25,0,0,1,1,0,2,0,4,Switch,1.75,1.75,65.77,34,31,2,0,0,-3,-2,-18,0,1,-2,-5.08,-2.54,-3,0.47,-0.4,-1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,3.0,300,15.0,126.0,203.0,-4,-3,-77.0,9,4,0.002186588921282799,0.0009718172983479105,0.0012147716229348885
Julia Avila,Julija Stoliarenko,4115,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,2.1,0.34,0.5,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,1.7,1.68,61.23,1,0,0,3.1,0.41,0.0,0.49,0.5,2,1,7,0,0,0,1,1,0,0,2,Orthodox,1.7,1.73,61.23,33,28,1,0,-2,-2,1,-1,0,-1,0,0.0,-5.08,-5,-1.0,0.5,-0.49,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,3.0,259,14.32,287.0,322.0,1,-3,-35.0,3,2,0.0007288629737609329,0.00048590864917395527,0.00024295432458697766
Marcin Prachnio,Ike Villanueva,4115,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,1,0,3.62,0.4,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,1.85,1.85,92.99,0,1,0,5.4,0.47,0.0,0.0,0.0,1,3,6,0,0,0,1,0,0,0,1,Orthodox,1.9,1.88,92.99,32,37,0,0,0,0,-1,-1,0,1,0,-5.08,-2.54,5,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,56,5.93,154.0,157.0,-5,-3,-3.0,4,3,0.0009718172983479105,0.0007288629737609329,0.0002429543245869776
Warlley Alves,Jeremiah Wells,4115,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,1.75,1.88,77.11,0,1,0,3.09,0.47,1.0,1.48,0.54,4,4,28,0,0,0,2,3,3,0,8,Orthodox,1.8,1.83,77.11,30,34,0,-1,-4,-8,-4,-28,0,-3,-3,-5.08,5.08,4,-3.09,-1.0,-1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,30,5.5,157.0,0.0,-1,0,157.0,12,0,0.0029154518950437317,0.0,0.0029154518950437317
Tanner Boser,Ovince Saint Preux,4115,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,2.68,0.46,0.6,1.19,0.4,5,11,69,1,1,0,4,9,5,0,19,Southpaw,1.9,2.03,92.99,2,0,0,4.21,0.52,0.0,0.0,0.0,2,3,15,0,0,0,1,2,0,0,3,Orthodox,1.88,1.9,115.67,29,38,-1,0,3,16,8,54,1,7,5,2.54,12.7,9,-1.53,0.6,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,151,7.52,21.0,203.0,-4,-4,-182.0,6,30,0.0014577259475218659,0.007288629737609329,-0.0058309037900874635
Tim Means,Nicolas Dalby,4115,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,2,1,3.2,0.37,0.0,1.45,0.33,2,2,19,0,0,1,2,0,0,0,3,Orthodox,1.8,1.88,77.11,0,2,0,5.16,0.48,0.2,0.92,0.41,4,9,51,0,0,1,5,5,2,0,13,Orthodox,1.88,1.9,77.11,37,36,0,0,-2,-10,-7,-32,0,-5,-2,-7.62,-2.54,-1,-1.96,-0.2,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,217.0,217.0,-1,-4,0.0,22,6,0.005344995140913508,0.0014577259475218659,0.0038872691933916426
Raoni Barcelos,Timur Valiev,4115,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,5.5,0.71,0.0,2.73,0.66,1,0,5,0,0,0,1,0,0,0,1,Orthodox,1.68,1.7,61.23,0,5,0,5.59,0.52,0.7,2.23,0.56,5,0,13,0,0,0,2,2,1,0,5,Orthodox,1.7,1.7,61.23,34,31,0,-4,-4,-4,0,-8,0,-2,-1,-2.54,0.0,-3,-0.09,-0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,M-DEC,3.0,300,15.0,231.0,308.0,5,-2,-77.0,5,1,0.0012147716229348883,0.00024295432458697764,0.0009718172983479106
Ciryl Gane,Alexander Volkov,4115,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,5,0,2,0,4.88,0.59,0.2,0.66,0.7,4,2,28,0,0,1,2,4,0,0,7,Orthodox,2.01,2.03,113.4,0,5,0,5.04,0.55,0.5,1.13,0.26,5,0,14,0,0,0,2,1,2,0,5,Orthodox,1.93,2.06,111.13,31,32,0,-3,-1,2,2,14,0,3,-2,7.62,-2.54,1,-0.16,-0.3,-0.47,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,5.0,300,25.0,119.0,140.0,6,1,-21.0,5,9,0.0012147716229348883,0.002186588921282799,-0.0009718172983479106
Renato Moicano,Jai Herbert,4115,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,1.83,0.3,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,1.85,1.96,70.31,1,0,0,5.4,0.46,0.6,1.28,0.53,3,4,20,0,0,2,1,0,3,0,6,Orthodox,1.8,1.83,70.31,32,33,0,0,-3,-6,-3,-17,0,0,-3,5.08,12.7,1,-3.57,-0.6,-1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,2.0,274,9.57,196.0,336.0,-2,-2,-140.0,10,1,0.0024295432458697765,0.00024295432458697764,0.002186588921282799
Kennedy Nzechukwu,Danilo Marques,4115,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,2,0,1.81,0.88,1.2,4.83,0.34,2,0,5,0,0,0,1,0,1,0,2,Orthodox,1.98,1.96,92.99,0,2,0,5.38,0.43,0.0,0.0,0.0,2,1,12,0,0,1,1,2,0,0,4,Southpaw,1.96,2.11,92.99,29,35,0,0,0,-2,-1,-7,0,-2,1,2.54,-15.24,6,-3.57,1.2,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,3.0,20,10.33,112.0,140.0,0,2,-28.0,5,2,0.0012147716229348883,0.00048590864917395527,0.000728862973760933
Niko Price,Michel Pereira,4129,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,2,0,4.22,0.55,0.8,2.01,0.62,2,2,13,0,0,0,1,1,1,0,3,Orthodox,1.85,1.85,77.11,1,0,0,5.29,0.41,0.9,0.75,0.2,2,4,21,0,0,0,0,4,2,0,6,Orthodox,1.83,1.93,77.11,31,27,-1,2,0,-3,-2,-8,0,-3,-1,2.54,-7.62,-4,-1.07,-0.1,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,427.0,203.0,-3,-1,224.0,10,5,0.002421307506053269,0.0012106537530266344,0.0012106537530266344
Zhalgas Zhumagulov,Jerome Rivera,4129,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,3,0,0,3.21,0.33,0.0,0.0,0.0,1,3,9,0,0,0,1,0,0,0,1,Southpaw,1.78,1.83,56.7,2,0,0,4.21,0.49,0.5,1.4,0.21,0,2,6,0,0,0,0,0,0,0,0,Switch,1.63,1.68,56.7,32,26,1,0,1,1,1,3,0,0,0,15.24,15.24,-6,-1.0,-0.5,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,1.0,122,2.03,168.0,171.0,-1,-4,-3.0,2,4,0.00048426150121065375,0.0009685230024213075,-0.00048426150121065375
Omari Akhmedov,Brad Tavares,4129,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,3.18,0.42,0.0,0.91,0.27,5,6,52,0,0,2,9,2,0,0,13,Orthodox,1.85,1.88,83.91,0,1,1,2.97,0.34,0.2,2.58,0.45,3,4,35,0,0,1,5,2,1,0,9,Orthodox,1.83,1.85,83.91,33,33,0,0,2,4,2,17,0,0,-1,2.54,2.54,0,0.21,-0.2,-1.67,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,3.0,300,15.0,171.0,168.0,4,2,3.0,14,19,0.003389830508474576,0.004600484261501211,-0.0012106537530266344
Jennifer Maia,Jessica Eye,4129,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,2,0,0,3.96,0.36,0.5,0.55,0.44,3,8,42,1,0,2,2,1,0,0,5,Orthodox,1.68,1.68,56.7,1,0,0,3.8,0.38,0.1,0.29,0.5,2,3,18,1,0,0,2,0,1,0,3,Orthodox,1.63,1.63,56.7,32,34,1,0,1,2,5,24,0,1,-1,5.08,5.08,2,0.16,0.4,0.26,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,231.0,168.0,1,-2,63.0,6,13,0.0014527845036319612,0.0031476997578692495,-0.0016949152542372883
Trevin Giles,Dricus Du Plessis,4129,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,5.07,0.48,0.0,2.99,0.5,1,0,1,0,0,0,0,1,0,0,1,Switch,1.85,1.93,83.91,0,3,0,3.14,0.54,0.3,1.27,0.8,3,2,20,0,0,1,1,3,0,0,5,Orthodox,1.83,1.88,83.91,28,27,0,-2,-2,-4,-2,-19,0,-2,0,2.54,5.08,-1,1.93,-0.3,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,101,6.68,112.0,273.0,-1,1,-161.0,7,1,0.001694915254237288,0.00024213075060532688,0.0014527845036319612
Ryan Hall,Ilia Topuria,4129,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,2,0,2.77,0.48,3.4,3.35,0.55,2,0,4,0,0,0,1,1,0,0,2,Orthodox,1.7,1.75,65.77,0,4,0,2.3,0.44,0.9,0.29,0.11,4,0,10,0,0,0,3,0,1,0,4,Southpaw,1.78,1.78,65.77,36,24,0,-2,-2,-2,0,-6,0,1,-1,-7.62,-2.54,-12,0.47,2.5,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,287,4.78,728.0,217.0,4,2,511.0,4,2,0.0009685230024213075,0.00048426150121065375,0.00048426150121065375
Dustin Poirier,Conor McGregor,4129,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,5,1,0,0,5.32,0.49,0.1,0.67,0.55,7,3,27,4,1,0,1,8,0,0,10,Southpaw,1.75,1.88,70.31,0,2,0,5.62,0.5,1.2,1.5,0.36,5,6,64,2,1,0,6,10,3,0,20,Southpaw,1.75,1.83,70.31,32,32,1,-2,2,-10,-3,-37,2,-2,-3,0.0,5.08,0,-0.3,-1.1,-0.83,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,Red,KO/TKO,1.0,300,5.0,168.0,168.0,4,-1,0.0,26,13,0.006295399515738499,0.0031476997578692495,0.0031476997578692495
Sean O'Malley,Kris Moutinho,4129,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,4.81,0.32,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,1.7,1.73,61.23,0,1,0,8.25,0.62,0.6,0.63,0.5,5,1,13,0,0,0,2,4,0,0,6,Switch,1.8,1.83,61.23,26,28,0,-1,-5,-6,-1,-13,0,-4,0,-10.16,-10.16,2,-3.44,-0.6,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,3.0,273,14.55,105.0,0.0,2,0,105.0,7,0,0.001694915254237288,0.0,0.001694915254237288
Irene Aldana,Yana Kunitskaya,4129,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,2,0,4.28,0.56,0.2,1.53,0.53,2,2,16,1,0,0,4,0,0,0,4,Orthodox,1.68,1.73,61.23,1,0,0,5.61,0.39,0.1,0.22,0.5,3,4,27,0,0,1,2,1,1,0,5,Orthodox,1.75,1.73,61.23,33,31,-1,2,-1,-1,-2,-11,1,-1,-1,-7.62,0.0,-2,-1.33,0.1,1.31,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,1.0,275,4.58,280.0,140.0,1,4,140.0,9,6,0.0021791767554479417,0.0014527845036319612,0.0007263922518159806
Tai Tuivasa,Greg Hardy,4129,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,4.84,0.5,0.0,0.2,0.33,2,3,19,0,0,0,1,5,0,0,6,Orthodox,1.96,2.03,120.2,0,2,0,4.48,0.5,0.0,0.0,0.0,3,3,14,0,0,0,1,4,0,0,5,Southpaw,1.88,1.9,119.75,28,32,1,-2,-1,1,0,5,0,1,0,7.62,12.7,4,0.36,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,67,1.12,112.0,203.0,-3,-1,-91.0,8,9,0.001937046004842615,0.0021791767554479417,-0.00024213075060532671
