RedFighter,BlueFighter,DaysSinceFirstFight,Location,Country,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightMt,BlueReachMt,BlueWeightKg,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightMt,RedReachMt,RedWeightKg,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,FinishRound,FinishRoundInSeconds,TotalFightTimeMins,DaysSinceLastFight_Red,DaysSinceLastFight_Blue,Momentum_Red,Momentum_Blue,RestTimeDif,RedTotalFights,BlueTotalFights,ActivityRatio_Red,ActivityRatio_Blue,ActivityRatioDif,BlueStance_Open Stance,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_Switch ,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,Winner_Red,TitleBout_True,WeightClass_Catch Weight,WeightClass_Featherweight,WeightClass_Flyweight,WeightClass_Heavyweight,WeightClass_Light Heavyweight,WeightClass_Lightweight,WeightClass_Middleweight,WeightClass_Welterweight,WeightClass_Women's Bantamweight,WeightClass_Women's Featherweight,WeightClass_Women's Flyweight,WeightClass_Women's Strawweight,Gender_MALE,Finish_DQ,Finish_KO/TKO,Finish_M-DEC,Finish_Overturned,Finish_S-DEC,Finish_SUB,Finish_U-DEC,BetterRank_Red,BetterRank_neither
916,384,447,145,3,3,0,1,0,45.0,0.42,0.0,5.0,0.62,1,0,3,0,0,0,1,0,0,0,1,1.88,1.98,83.91,1,0,0,53.0,0.65,0.0,2.0,0.33,0,1,3,0,0,0,0,0,0,0,0,1.83,1.83,83.91,30,26,1,1,1,1,1,0,0,0,0,5.08,15.12,4,-8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,294,4.9,0.0,100.0,0,1,-100.0,1,1,0.0022321428571428,0.0022321428571428,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
974,7,447,145,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.93,1.98,92.99,2,0,0,56.5,0.42,0.0,0.25,0.083,2,2,11,0,0,0,1,1,0,0,2,1.85,1.9,83.91,29,28,2,0,-2,-2,2,-11,0,-1,0,7.62,7.62,1,-56.5,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,86,11.43,140.0,0.0,-3,0,140.0,4,0,0.0089285714285714,0.0,0.0089285714285714,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
593,892,447,145,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.85,65.77,0,1,0,77.0,0.52,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.75,1.83,70.31,22,24,0,-1,-1,-1,0,-3,0,0,0,0.0,2.54,-2,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,161.0,0.0,1,0,161.0,1,0,0.0022321428571428,0.0,0.0022321428571428,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1521,851,447,145,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,77.11,0,1,0,41.0,0.32,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.83,1.88,83.91,32,27,0,-1,-1,-1,0,-3,0,0,0,2.54,-2.54,5,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,213,13.55,105.0,0.0,1,0,105.0,1,0,0.0022321428571428,0.0,0.0022321428571428,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1436,1180,447,145,3,3,0,1,0,31.1429,0.367,0.8571,0.4286,0.171,3,2,15,0,0,0,1,1,2,1,5,1.85,1.96,92.99,2,0,0,2.6667,0.317,1.6667,2.0,0.517,1,2,5,0,0,0,0,0,1,0,1,1.88,1.85,83.91,28,33,2,1,2,4,0,10,0,2,1,-2.54,10.16,-5,28.4762,-0.8095,-1.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,314.0,210.0,0,-1,104.0,3,7,0.0066964285714285,0.015625,-0.0089285714285714,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
510,1418,447,145,3,3,3,0,0,20.6667,0.347,1.6667,0.6667,0.5,0,3,9,0,0,0,0,0,0,0,0,1.68,1.73,65.77,1,0,0,0.0,0.0,0.0,1.0,0.75,1,1,2,0,0,0,0,1,0,0,1,1.78,1.8,65.77,27,35,-2,0,-1,-1,-2,7,0,-1,0,-10.16,-7.62,-8,20.6667,1.6667,-0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,314.0,126.0,0,-2,188.0,2,3,0.0044642857142857,0.0066964285714285,-0.0022321428571428,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
2091,1780,447,145,3,3,0,1,0,60.7,0.272,0.1,0.2,0.15,2,5,28,0,0,2,3,0,0,0,5,1.75,1.78,70.31,0,2,0,24.5833,0.517,0.8333,0.25,0.208,6,4,28,0,0,1,2,3,2,0,8,1.75,1.85,70.31,34,27,0,-1,-4,-3,-1,0,0,-3,-2,0.0,-7.62,7,36.1167,-0.7333,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,3.87,140.0,231.0,2,1,-91.0,12,10,0.0267857142857142,0.0223214285714285,0.0044642857142857,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1995,572,447,145,3,3,0,1,0,37.0,0.5,1.0,3.0,0.75,1,0,2,0,0,0,0,0,1,0,1,1.85,1.85,70.31,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.85,70.31,29,28,0,1,1,1,0,2,0,0,1,7.62,0.0,1,37.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,126.0,0,1,-126.0,0,1,0.0,0.0022321428571428,-0.0022321428571428,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
518,1006,447,145,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.98,2.06,114.76,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.93,1.93,109.77,26,35,0,0,0,0,0,0,0,0,0,5.08,12.96,-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,199,8.32,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1336,533,447,145,3,3,0,2,0,16.8,0.477,1.1,2.1,0.403,5,2,23,1,0,0,3,0,5,0,8,1.85,1.83,77.11,0,2,0,29.1429,0.467,0.2857,0.8571,0.227,3,2,14,0,0,1,1,3,0,0,5,1.83,1.83,83.91,33,33,0,0,2,3,0,9,1,-3,5,2.54,0.0,0,-12.3429,0.8143,1.2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,100.0,189.0,1,2,-89.0,7,10,0.015625,0.0223214285714285,-0.0066964285714285,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1824,1086,447,145,3,3,0,6,0,42.1667,0.53,0.0,0.1667,0.083,6,0,10,0,0,0,1,5,0,0,6,1.93,1.96,107.95,1,0,0,22.2,0.51,0.0,0.2,0.1,4,1,6,2,0,0,0,4,0,0,4,1.88,2.03,120.2,36,27,1,6,2,2,1,4,-2,1,0,5.08,-7.62,9,19.9667,0.0,-0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,343.0,308.0,0,0,35.0,5,6,0.0111607142857142,0.0133928571428571,-0.0022321428571428,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1144,556,447,145,3,3,0,1,0,65.0,0.58,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,1.68,1.7,65.77,1,0,0,24.8,0.458,0.8,1.4,0.445,6,4,34,3,0,0,1,2,7,1,11,1.78,1.88,65.77,35,28,1,1,-5,-10,4,-31,-3,-3,-7,-10.16,-17.78,7,40.2,-0.8,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,287.0,161.0,-2,1,126.0,15,1,0.0334821428571428,0.0022321428571428,0.03125,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1402,611,462,105,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.78,70.31,1,0,0,30.0,0.48,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,1.78,1.85,65.77,25,26,1,0,0,0,1,-3,-1,0,0,0.0,-7.62,-1,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,282,4.7,204.0,0.0,-2,0,204.0,1,0,0.0021598272138228,0.0,0.0021598272138228,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1672,1363,462,105,21,3,2,0,0,25.75,0.595,0.25,1.0,0.5,1,3,6,0,0,1,0,0,0,0,1,1.73,1.78,65.77,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.73,1.8,65.77,29,29,-2,0,1,1,-3,6,0,0,0,0.0,-2.54,0,25.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,281,4.68,0.0,0.0,0,0,0.0,0,4,0.0,0.0086393088552915,-0.0086393088552915,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
483,1675,462,105,21,3,1,0,0,18.3333,0.357,0.0,0.3333,0.11,2,1,8,0,0,0,1,1,0,0,2,1.78,1.83,77.11,1,0,0,4.6,0.204,1.4,2.0,0.682,3,2,9,0,0,1,0,0,2,0,3,1.78,1.88,77.11,30,34,0,0,-1,-1,1,-1,0,1,-2,0.0,-5.08,-4,13.7333,-1.4,-1.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,57.0,204.0,-1,0,-147.0,5,3,0.0107991360691144,0.0064794816414686,0.0043196544276457,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
965,444,462,105,21,3,0,1,0,31.5,0.435,1.0,2.5,0.45,1,1,6,0,0,0,1,0,0,0,1,1.83,1.85,70.31,1,0,0,13.1111,0.504,2.0,1.7778,0.591,3,3,16,0,0,0,0,2,4,0,6,1.78,1.8,70.31,27,30,1,1,-2,-5,2,-10,0,-2,-4,5.08,5.08,-3,18.3889,-1.0,0.7222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118,1.97,218.0,120.0,-1,-1,98.0,9,2,0.019438444924406,0.0043196544276457,0.0151187904967602,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
972,894,462,105,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.75,65.77,3,0,0,18.6667,0.48,1.5333,2.0667,0.426,4,7,33,2,0,0,3,1,3,1,8,1.7,1.78,65.77,29,33,3,0,-4,-8,7,-33,-2,-2,-3,0.0,-2.54,-4,-18.6667,-1.5333,-2.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,115.0,0.0,-4,0,115.0,15,0,0.0323974082073434,0.0,0.0323974082073434,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
389,1368,462,105,21,3,0,4,0,37.5,0.57,1.0,0.0,0.0,4,0,8,0,0,0,1,3,0,0,4,1.9,2.01,120.2,0,1,0,29.0,0.485,1.5,1.0,0.75,1,1,4,0,0,0,0,0,1,0,1,1.98,2.06,117.93,24,32,0,3,3,3,1,4,0,3,-1,-7.62,-5.08,-8,8.5,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,268,9.47,92.0,155.0,-1,3,-63.0,2,4,0.0043196544276457,0.0086393088552915,-0.0043196544276457,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1360,987,462,105,21,3,2,0,0,19.0,0.532,0.6667,2.5,0.562,4,2,16,0,0,2,0,2,0,0,4,1.7,1.8,77.11,3,0,0,26.0,0.614,1.375,0.5,0.375,3,4,17,0,0,0,0,3,1,0,4,1.83,1.9,77.11,30,28,1,0,1,0,2,-1,0,-1,-1,-12.7,-10.16,2,-7.0,-0.7083,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,218.0,197.0,-4,-4,21.0,8,6,0.0172786177105831,0.0129589632829373,0.0043196544276457,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
341,1682,462,105,21,3,0,6,0,44.1429,0.399,1.2857,3.0,0.627,6,1,19,0,0,2,2,1,1,0,6,1.75,1.8,77.11,0,1,0,22.6667,0.543,0.0,3.6667,0.477,1,1,8,0,0,0,2,0,0,0,2,1.78,1.83,70.31,30,26,0,5,5,4,0,11,0,1,1,-2.54,-2.54,4,21.4762,1.2857,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,155.0,29.0,0,4,126.0,3,7,0.0064794816414686,0.0151187904967602,-0.0086393088552915,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
351,1572,462,105,21,3,0,1,0,21.8,0.412,0.0,0.0,0.0,1,2,10,0,0,0,1,2,0,0,3,1.8,1.88,106.59,1,0,0,36.3846,0.595,0.2308,1.6923,0.48,3,5,28,0,1,0,1,5,0,1,8,1.93,2.08,108.86,36,31,1,1,-2,-5,3,-18,0,-4,0,-12.7,-20.32,5,-14.5846,-0.2308,-1.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159,2.65,462.0,155.0,0,-1,307.0,13,5,0.0280777537796976,0.0107991360691144,0.0172786177105831,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1986,1297,462,105,21,3,2,0,0,9.6,0.404,0.8,0.8,0.196,2,3,8,1,0,0,0,0,2,0,2,1.65,1.7,61.23,3,0,0,44.9167,0.375,0.8333,1.6667,0.391,4,5,31,0,0,1,4,1,1,0,7,1.68,1.73,65.77,27,30,1,0,-2,-5,2,-23,1,-1,1,-2.54,-2.54,-3,-35.3167,-0.0333,-0.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,218.0,0.0,-6,0,218.0,12,5,0.0259179265658747,0.0107991360691144,0.0151187904967602,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1396,1826,468,68,21,3,0,1,0,26.0,0.24,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,1.78,1.83,70.31,0,4,0,18.3077,0.395,0.0769,1.0,0.404,4,4,22,0,0,2,1,5,0,1,9,1.75,1.73,70.31,28,31,0,-3,-3,-8,4,-20,0,-5,0,2.54,10.16,-3,7.6923,-0.0769,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132,2.2,161.0,121.0,3,1,40.0,13,1,0.0277185501066098,0.0021321961620469,0.0255863539445629,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
137,113,468,68,21,3,2,0,0,30.8,0.438,0.0,0.0,0.0,2,3,11,1,0,0,1,1,0,0,2,1.8,1.85,70.31,1,0,0,72.0,0.38,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,1.85,1.9,70.31,31,29,-1,0,2,2,-2,8,1,1,0,-5.08,-5.08,2,-41.2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,105.0,231.0,-2,-4,-126.0,1,5,0.0021321961620469,0.0106609808102345,-0.0085287846481876,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
233,8,468,68,21,3,0,1,0,37.0,0.518,0.1667,3.8333,0.56,3,2,14,0,0,1,1,2,0,0,4,1.83,1.85,77.11,0,2,0,20.0,0.61,0.0,1.5,0.25,2,0,4,0,0,0,1,1,0,0,2,1.85,1.88,83.91,23,36,0,-1,1,2,-2,10,0,1,0,-2.54,-2.54,-13,17.0,0.1667,2.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,182.0,98.0,2,-3,84.0,2,6,0.0042643923240938,0.0127931769722814,-0.0085287846481876,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
250,1901,468,68,21,3,0,1,0,43.0,0.46,0.0,4.0,1.0,1,0,3,0,0,1,0,0,0,0,1,1.7,1.73,61.23,0,1,0,19.0,0.31,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,1.7,1.78,61.23,31,27,0,0,0,0,0,2,0,0,-1,0.0,-5.08,4,24.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,121.0,121.0,1,1,0.0,1,1,0.0021321961620469,0.0021321961620469,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
713,1627,468,68,21,3,1,0,0,28.5,0.363,1.3333,2.3333,0.392,3,3,17,0,0,0,2,0,1,0,3,1.73,1.78,77.11,1,0,0,24.375,0.364,1.5,1.875,0.473,7,1,18,0,0,0,2,1,4,0,7,1.78,1.8,70.31,33,26,0,0,-4,-4,-2,-1,0,-1,-3,-5.08,-2.54,7,4.125,-0.1667,0.4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,0.98,126.0,329.0,0,0,-203.0,8,6,0.0170575692963752,0.0127931769722814,0.0042643923240938,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
901,577,468,68,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.8,61.23,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.73,61.23,32,31,0,0,0,0,0,0,0,0,0,5.08,7.28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
539,1374,468,68,21,3,0,3,0,31.5,0.487,1.3,1.7,0.514,4,3,22,0,0,0,3,2,2,0,7,1.78,1.73,70.31,0,3,0,32.7273,0.319,0.2727,0.3636,0.173,3,4,23,0,0,0,2,3,2,0,7,1.68,1.78,65.77,32,27,0,0,1,0,1,-1,0,-1,0,10.16,-5.08,5,-1.2273,1.0273,1.3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,126.0,161.0,1,2,-35.0,11,10,0.0234541577825159,0.021321961620469,0.0021321961620469,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
2042,376,468,68,21,3,1,0,0,27.6471,0.438,0.4706,0.8824,0.386,5,6,36,0,0,1,2,6,2,0,11,1.8,1.88,83.91,0,1,0,22.25,0.41,0.125,0.25,0.25,1,5,18,1,0,0,1,2,0,0,3,1.8,1.88,92.99,34,30,-1,-1,4,8,-1,18,-1,4,2,0.0,0.0,4,5.3971,0.3456,0.6324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27,0.45,0.0,182.0,0,0,-182.0,8,17,0.0170575692963752,0.0362473347547974,-0.0191897654584221,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
