RedFighter,BlueFighter,DaysSinceFirstFight,Location,Country,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightMt,BlueReachMt,BlueWeightKg,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightMt,RedReachMt,RedWeightKg,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,FinishRound,FinishRoundInSeconds,TotalFightTimeMins,DaysSinceLastFight_Red,DaysSinceLastFight_Blue,Momentum_Red,Momentum_Blue,RestTimeDif,RedTotalFights,BlueTotalFights,ActivityRatio_Red,ActivityRatio_Blue,ActivityRatioDif,BlueStance_Open Stance,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_Switch ,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,Winner_Red,TitleBout_True,WeightClass_Catch Weight,WeightClass_Featherweight,WeightClass_Flyweight,WeightClass_Heavyweight,WeightClass_Light Heavyweight,WeightClass_Lightweight,WeightClass_Middleweight,WeightClass_Welterweight,WeightClass_Women's Bantamweight,WeightClass_Women's Featherweight,WeightClass_Women's Flyweight,WeightClass_Women's Strawweight,Gender_MALE,Finish_DQ,Finish_KO/TKO,Finish_M-DEC,Finish_Overturned,Finish_S-DEC,Finish_SUB,Finish_U-DEC,BetterRank_Red,BetterRank_neither
547,337,3345,115,21,3,0,0,0,0.0,0.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.75,70.31,0,1,0,44.3333,0.485,0.0,1.0,0.333,1,3,16,0,0,1,1,1,0,0,3,1.78,1.85,70.31,29,23,0,-1,-1,-3,3,-16,0,-1,0,-2.54,-10.16,6,-44.3333,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,49.0,0.0,-4,0,49.0,6,0,0.0017931858936043,0.0,0.0017931858936043,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
171,1844,3345,115,21,3,0,2,0,66.0,0.335,0.0,2.5,0.625,2,0,6,0,0,0,2,0,0,0,2,1.63,1.7,61.23,0,2,0,38.0,0.555,0.0,0.5,0.5,2,0,3,0,0,0,0,2,0,0,2,1.68,1.68,61.23,24,34,0,0,0,0,0,3,0,-2,0,-5.08,2.54,-10,28.0,0.0,2.0,15.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,224.0,196.0,3,2,28.0,2,2,0.0005977286312014,0.0005977286312014,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
520,178,3345,115,21,3,0,0,0,0.0,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.8,70.31,0,3,0,25.0,0.505,0.75,1.75,0.638,3,1,8,0,0,0,0,0,3,0,3,1.68,1.78,70.31,32,27,0,-3,-3,-3,1,-8,0,0,-3,10.16,2.54,5,-25.0,-0.75,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,189.0,0.0,1,0,189.0,4,0,0.0011954572624028,0.0,0.0011954572624028,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
338,1526,3345,115,21,3,0,2,0,43.9091,0.526,1.0909,3.0,0.315,4,8,59,0,0,2,7,3,2,0,14,1.73,1.73,70.31,0,4,0,20.5652,0.484,1.2609,1.3043,0.478,4,9,42,0,0,0,1,0,13,0,14,1.78,1.88,70.31,29,34,0,-2,0,0,1,17,0,3,-11,-5.08,-15.24,-5,23.3439,-0.17,1.6957,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,131,7.18,105.0,90.0,2,-1,15.0,23,22,0.0068738792588164,0.0065750149432157,0.0002988643156007,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2008,545,3345,115,21,3,0,0,0,0.0,0.37,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.83,77.11,0,4,0,38.8,0.511,0.6,0.6,0.108,4,2,18,0,0,0,0,5,3,0,8,1.8,1.9,77.11,27,31,0,-4,-4,-8,2,-18,0,-5,-3,-2.54,-7.62,-4,-38.8,-0.6,-0.6,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232,3.87,90.0,0.0,2,0,90.0,10,0,0.0029886431560071,0.0,0.0029886431560071,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1388,658,3345,115,21,3,0,0,0,0.0,0.51,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.68,1.73,65.77,0,1,0,14.5,0.385,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1.83,1.83,65.77,29,28,0,-1,-1,-1,1,-4,0,-1,0,-15.24,-10.16,1,-14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,204,3.4,140.0,0.0,-1,0,140.0,2,0,0.0005977286312014,0.0,0.0005977286312014,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
149,783,3345,115,21,3,0,1,0,55.0,0.57,2.0,1.0,0.14,1,0,3,0,0,0,1,0,0,0,1,1.8,1.83,83.91,0,4,0,23.0,0.434,0.6667,2.7778,0.483,4,3,21,1,0,0,2,0,4,0,6,1.88,2.01,83.91,29,30,0,-3,-3,-5,3,-18,-1,0,-4,-7.62,-17.78,-1,32.0,1.3333,-1.7778,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,399.0,182.0,2,1,217.0,9,1,0.0026897788404064,0.0002988643156007,0.0023909145248057,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1627,1155,3345,115,21,5,1,0,0,49.0714,0.45,0.7857,2.5,0.455,5,4,36,1,0,1,3,1,4,1,10,1.75,1.96,77.11,2,0,0,47.9231,0.453,0.6154,1.7308,0.297,5,9,74,4,0,0,10,4,3,0,17,1.73,1.78,77.11,34,26,1,0,0,-7,5,-38,-3,-2,1,2.54,17.78,8,1.1484,0.1703,0.7692,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,227,18.78,169.0,154.0,3,2,15.0,26,14,0.0077704722056186,0.00418410041841,0.0035863717872086,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1968,1222,3359,136,20,3,1,0,0,43.6,0.562,0.2,0.4,0.228,1,3,13,0,0,0,2,0,0,0,2,1.7,1.65,61.23,2,0,0,20.5,0.465,0.0,0.5,0.125,0,2,4,1,0,0,0,0,0,0,0,1.7,1.78,61.23,37,37,1,0,1,2,-1,9,-1,0,0,0.0,-12.7,0,23.1,0.2,-0.1,13.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,238.0,238.0,-3,-4,0.0,2,5,0.000595238095238,0.0014880952380952,-0.0008928571428571,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
973,492,3359,136,20,3,0,0,0,0.0,0.61,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.83,1.88,70.31,1,0,0,38.0,0.29,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.9,1.96,70.31,25,24,1,0,0,0,1,-3,0,0,0,-7.62,-7.62,1,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,142,7.37,98.0,0.0,-2,0,98.0,1,0,0.000297619047619,0.0,0.000297619047619,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
191,585,3359,136,20,3,0,0,0,0.0,0.39,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.85,65.77,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.88,61.23,27,23,0,0,0,0,0,0,0,0,0,-5.08,-2.54,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,119,6.98,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1516,682,3359,136,20,3,2,0,0,95.0,0.47,0.0,1.3333,0.4,1,2,8,0,0,1,0,0,0,0,1,1.78,1.85,77.11,2,0,0,34.1429,0.317,0.0,0.7143,0.151,3,3,19,0,0,0,4,0,0,0,4,1.68,1.68,70.31,35,30,0,0,-2,-3,1,-11,0,0,0,10.16,17.78,5,60.8571,0.0,0.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,296,9.93,314.0,266.0,-1,-3,48.0,7,3,0.0020833333333333,0.0008928571428571,0.0011904761904761,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1875,1213,3359,136,20,3,0,4,0,25.1667,0.41,0.3333,0.8333,0.357,4,1,14,1,0,1,1,1,2,0,5,1.83,1.9,70.31,0,1,0,40.2222,0.45,0.5556,0.5556,0.231,3,3,22,0,1,1,2,2,0,0,6,1.78,1.78,70.31,29,39,0,3,1,-1,2,-8,1,-1,2,5.08,12.7,-10,-15.0556,-0.2222,0.2778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137,2.28,217.0,966.0,-1,5,-749.0,9,6,0.0026785714285714,0.0017857142857142,0.0008928571428571,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
506,548,3359,136,20,3,1,0,0,35.5,0.587,0.1667,2.1667,0.393,2,3,13,0,0,0,3,0,0,0,3,1.83,1.9,92.99,0,1,0,9.0,0.56,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.83,1.93,92.99,27,29,-1,-1,1,2,-3,12,0,-1,0,0.0,-2.54,-2,26.5,0.1667,2.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,314.0,175.0,1,-1,139.0,1,6,0.000297619047619,0.0017857142857142,-0.0014880952380952,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1746,1806,3359,136,20,3,0,0,0,0.0,0.42,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.88,77.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.83,77.11,27,27,0,0,0,0,0,0,0,0,0,7.62,5.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
489,1883,3359,136,20,3,0,0,0,0.0,0.33,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.83,1.83,65.77,3,0,0,41.0,0.467,0.0,0.3333,0.333,0,3,8,0,0,0,0,0,0,0,0,1.65,1.75,65.77,31,26,3,0,0,0,3,-8,0,0,0,17.78,7.62,5,-41.0,0.0,-0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,98.0,0.0,-6,0,98.0,3,0,0.0008928571428571,0.0,0.0008928571428571,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
462,392,3359,136,20,3,0,1,0,19.8,0.342,0.2,1.2,0.3,1,3,10,0,0,0,1,0,1,0,2,1.78,1.8,70.31,0,2,0,34.8,0.498,0.2,0.4,0.132,2,2,12,0,0,1,0,2,0,0,3,1.75,1.78,70.31,32,29,0,-1,-1,-1,-1,-2,0,-2,1,2.54,2.54,3,-15.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,98.0,182.0,-1,-4,-84.0,5,5,0.0014880952380952,0.0014880952380952,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1285,369,3359,136,20,3,0,1,0,17.0,0.345,1.0,3.0,0.5,1,1,3,0,0,0,0,0,1,0,1,1.73,1.73,65.77,0,1,0,16.4,0.456,1.0,2.4,0.5,3,1,11,0,0,1,1,1,1,0,4,1.78,1.83,65.77,30,26,0,0,-2,-3,0,-8,0,-1,0,-5.08,-10.16,4,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,265,9.42,370.0,98.0,2,-1,272.0,5,2,0.0014880952380952,0.000595238095238,0.0008928571428571,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
938,47,3359,136,20,3,0,3,0,60.3333,0.567,0.0,1.0,0.25,3,0,7,0,0,0,2,1,0,0,3,1.93,1.98,92.99,3,0,0,26.0909,0.537,0.1818,0.2727,0.091,3,5,21,0,0,0,1,3,0,2,6,1.85,2.01,92.99,39,27,3,3,0,-3,5,-14,0,-4,0,7.62,-2.54,12,34.2424,-0.1818,0.7273,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,0.78,175.0,175.0,-1,3,0.0,11,3,0.0032738095238095,0.0008928571428571,0.0023809523809523,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
71,141,3359,136,20,5,1,0,0,33.1818,0.507,0.3636,0.3636,0.096,3,4,27,1,0,0,1,5,1,0,7,1.93,1.93,92.99,1,0,0,44.2,0.385,0.3333,1.2,0.303,6,5,38,3,0,0,3,5,2,0,10,1.96,2.01,92.99,32,30,0,0,-3,-3,1,-11,-2,0,-1,-2.54,-7.62,2,-11.0182,0.0303,-0.8364,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,158,17.63,154.0,91.0,-2,1,63.0,15,11,0.0044642857142857,0.0032738095238095,0.0011904761904761,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
89,1595,3366,32,21,3,0,3,0,41.5,0.499,0.6667,0.5833,0.233,4,4,23,0,0,0,2,3,3,0,8,1.68,1.65,61.23,0,3,0,52.25,0.49,0.75,1.75,0.418,4,3,32,0,0,0,5,1,3,0,9,1.7,1.8,61.23,29,32,0,0,0,-1,-1,-9,0,2,0,-2.54,-15.24,-3,-10.75,-0.0833,-1.1667,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,300,15.0,111.0,98.0,3,3,13.0,12,12,0.0035640035640035,0.0035640035640035,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1127,951,3366,32,21,3,0,2,0,61.375,0.536,0.5,1.125,0.26,2,3,18,0,0,0,3,1,1,0,5,1.68,1.65,56.7,1,0,0,61.1667,0.295,0.1667,0.0,0.0,3,2,18,0,0,1,3,0,0,0,4,1.75,1.73,56.7,30,33,1,2,-1,1,-1,0,0,1,1,-7.62,-7.62,-3,0.2083,0.3333,1.125,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,182.0,140.0,1,1,42.0,6,8,0.0017820017820017,0.0023760023760023,-0.0005940005940005,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
602,743,3366,32,21,3,0,0,0,0.0,0.37,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.73,61.23,2,0,0,35.75,0.257,0.0,0.1667,0.111,2,7,29,1,0,1,0,4,0,0,5,1.7,1.75,61.23,34,35,2,0,-2,-5,7,-29,-1,-4,0,0.0,-2.54,-1,-35.75,0.0,-0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,329.0,0.0,-2,0,329.0,12,0,0.0035640035640035,0.0,0.0035640035640035,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
211,511,3366,32,21,3,1,0,0,24.1429,0.454,0.0,1.0,0.241,2,5,14,0,0,0,0,2,0,0,2,1.83,1.88,83.91,1,0,0,68.0,0.43,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.9,2.01,83.91,28,28,0,0,2,2,-4,11,0,2,0,-7.62,-12.7,0,-43.8571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,161.0,190.0,-1,-4,-29.0,1,7,0.0002970002970002,0.002079002079002,-0.0017820017820017,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
2065,125,3366,32,21,3,0,1,0,74.3,0.48,0.0,0.3,0.25,1,6,26,0,0,0,4,0,0,0,4,1.6,1.63,52.16,0,3,0,105.6667,0.403,0.0,0.0,0.0,3,0,9,0,0,0,3,0,0,0,3,1.65,1.6,52.16,29,34,0,-2,-2,1,-6,17,0,0,0,-5.08,2.54,-5,-31.3667,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,196.0,42.0,3,-3,154.0,3,10,0.0008910008910008,0.0029700029700029,-0.002079002079002,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1672,291,3366,32,21,3,0,1,0,56.25,0.42,0.0,0.5,0.165,2,1,10,0,0,0,1,2,0,0,3,1.8,1.83,65.77,0,1,0,32.2667,0.478,0.6667,1.0667,0.301,4,5,34,1,0,0,3,4,3,0,10,1.73,1.8,65.77,37,31,0,0,-2,-7,4,-24,-1,-2,-3,7.62,2.54,6,23.9833,-0.6667,-0.5667,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,246,4.1,203.0,224.0,0,1,-21.0,15,4,0.0044550044550044,0.0011880011880011,0.0032670032670032,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
767,1340,3366,32,21,5,0,4,0,22.6,0.466,0.4,0.2,0.1,4,1,9,0,0,1,0,2,1,0,4,1.68,1.7,61.23,0,4,0,44.0,0.466,0.1,1.9,0.458,4,2,27,3,0,2,4,2,0,0,8,1.63,1.63,61.23,32,31,0,0,0,-4,1,-18,-3,0,1,5.08,7.62,1,-21.4,0.3,-1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,291,14.85,140.0,126.0,3,6,14.0,10,5,0.0029700029700029,0.0014850014850014,0.0014850014850014,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1909,1533,3366,32,21,3,0,4,0,75.1667,0.47,0.6667,0.3333,0.25,4,2,18,0,0,0,3,0,1,0,4,1.65,1.63,52.16,0,4,0,42.75,0.638,0.5,4.5,0.818,4,0,8,1,0,0,1,1,2,0,4,1.65,1.68,52.16,28,33,0,0,0,0,-2,10,-1,-1,-1,0.0,-5.08,-5,32.4167,0.1667,-4.1667,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,273.0,182.0,6,4,91.0,4,6,0.0011880011880011,0.0017820017820017,-0.0005940005940005,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1895,216,3366,32,21,3,0,1,0,61.5,0.31,0.0,0.0,0.0,1,1,8,0,0,0,1,0,0,0,1,1.8,1.85,113.4,1,0,0,32.5,0.545,0.0,0.0,0.0,3,1,7,0,0,0,1,2,0,0,3,1.88,1.9,119.75,26,32,1,1,-2,-2,0,1,0,-2,0,-7.62,-5.08,-6,29.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,189.0,91.0,2,0,98.0,4,2,0.0011880011880011,0.0005940005940005,0.0005940005940005,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
939,1601,3366,32,21,3,0,4,0,70.25,0.55,0.25,1.25,0.288,4,0,9,0,0,0,2,2,0,0,4,1.7,1.7,61.23,1,0,0,45.75,0.366,0.0,0.625,0.104,5,2,20,0,0,1,4,1,0,0,6,1.63,1.73,61.23,29,26,1,4,-1,-2,2,-11,0,1,0,7.62,-2.54,3,24.5,0.25,0.625,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,300,15.0,111.0,105.0,2,5,6.0,8,4,0.0023760023760023,0.0011880011880011,0.0011880011880011,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
